,end station latitude,end station longitude,count
142,40.694757013600004,-73.99052739140001,1
143,40.695065,-73.987167,48
144,40.69512845,-73.99595065,43
145,40.69527008,-73.95238108,7
146,40.69539817,-73.94954908,20
147,40.69573398,-73.97129668,68
148,40.69580705,-73.97355569,81
149,40.69597683,-73.99014892,7
150,40.69608941,-73.97803415,15
151,40.69610226,-73.96751037,16
152,40.696191999999996,-73.991218,18
153,40.69622937,-73.94371094,8
154,40.69681963,-73.93756926,25
155,40.69760127,-73.99344559,30
156,40.69766564,-73.98476437,21
157,40.697787,-73.973736,27
158,40.69794,-73.96986848,31
159,40.69839895,-73.98068914,7
160,40.698617,-73.941342,4
161,40.69878,-73.99712,3
162,40.69991755,-73.98971773,5
163,40.70029511,-73.95032283,5
164,40.70037867,-73.99548059,6
165,40.700469,-73.991454,15
166,40.7014851,-73.98656928,15
167,40.7016657,-73.9437303,2
168,40.70224,-73.982578,24
169,40.70255088,-73.98940236,10
170,40.70277159,-73.99383605,15
171,40.70281858,-73.98765762,9
172,40.7031724,-73.940636,4
173,40.703799200000006,-74.00838676,1
174,40.70411791,-73.94818595,3
175,40.70510918,-73.94407279,4
176,40.70530954,-74.00612572,1
177,40.70538077,-73.94976519,6
178,40.70583339,-73.94644578,5
179,40.70691254,-73.95441667,5
180,40.70706456,-74.00731853,3
181,40.70708701,-73.95796783,1
182,40.70717936,-74.00887308,1
183,40.7076449442,-73.96841526029999,13
184,40.70767788,-73.94016171,5
185,40.707873,-74.00166999999999,2
186,40.70823502,-74.00530063,4
187,40.70827295,-73.96834101,1
188,40.70853074,-73.96408963,6
189,40.70870368,-73.9448625,2
190,40.70877084,-73.95095259,15
191,40.70905623,-74.01043382,1
192,40.70925562,-73.95982218,3
193,40.709340000000005,-73.95608,3
194,40.70955958,-74.00653609,1
195,40.71044554,-73.96525063,16
196,40.710451,-73.960876,5
197,40.71103537,-73.94714303,5
198,40.711065999999995,-74.009447,3
199,40.71146364,-74.00552427,2
200,40.711512,-74.01575600000001,1
201,40.71167351,-73.95141312,3
202,40.71173107,-73.99193043,1
203,40.711863,-73.944024,5
204,40.71247661,-73.94100005,2
205,40.71260486,-73.96264403,25
206,40.71269042,-73.98776323,1
207,40.71273266,-74.0046073,20
208,40.71285887,-73.96590294,14
209,40.71286844,-73.95698119,5
210,40.71291224,-74.01020234,5
211,40.71307916,-73.99851193,1
212,40.71348658,-73.94792458,6
213,40.71406667,-73.99293911,2
214,40.71413089,-73.99704679999999,5
215,40.71413311,-73.95234386,4
216,40.714215,-73.981346,5
217,40.71427487,-73.98990025,9
218,40.71450451,-74.00562789,1
219,40.714690000000004,-73.95739,2
220,40.71473993,-74.00910627,1
221,40.71494807,-74.00234482,3
222,40.715143,-73.944507,7
223,40.715337899999994,-74.01658354,2
224,40.71534825,-73.96024116,9
225,40.71559509,-73.9870295,3
226,40.715815500000005,-73.99422366,41
227,40.71605866,-73.99190759,13
228,40.7160751,-73.95202900000001,2
229,40.71622644,-73.98261206,3
230,40.71625008,-74.0091059,1
231,40.716887,-73.96319799999999,16
232,40.7169811,-73.94485918,3
233,40.7172274,-73.98802084,7
234,40.717290000000006,-73.996375,1
235,40.71739973,-73.98016555,1
236,40.71745169,-73.95850939,12
237,40.71754834,-74.01322069,3
238,40.7175908181,-73.9962244034,2
239,40.71774592,-73.95600096,7
240,40.71850211,-73.98329859,6
241,40.718821999999996,-73.99596,1
242,40.71893904,-73.99266288,3
243,40.7190095,-73.95852515,10
244,40.7190789118,-73.9422369003,1
245,40.71910537,-73.99973337,4
246,40.71921585,-73.94244690000001,2
247,40.71924,-73.95241999999999,2
248,40.71929301,-73.94500379,2
249,40.72019576,-73.98997825,4
250,40.720367753000005,-73.9616507292,13
251,40.72043411,-74.01020609,1
252,40.72057658,-73.96150225,2
253,40.72066442,-73.98517977,1
254,40.7207255341,-73.9612591267,1
255,40.72079821,-73.95484712,3
256,40.720873600000004,-73.98085795,3
257,40.72110063,-73.99192540000001,5
258,40.7215224034,-73.948982656,1
259,40.72153267,-73.95782357,2
260,40.72165481,-74.00234737,2
261,40.72179134,-73.95041540000001,3
262,40.722055,-73.989111,8
263,40.7221037867,-73.9972490072,1
264,40.72217444,-73.98368779,2
265,40.72228087,-73.97668709,1
266,40.72229346,-73.99147535,8
267,40.72243797,-74.00566443,4
268,40.72299208,-73.97995466,2
269,40.72311651,-73.95212324,4
270,40.72317958,-73.99480012,4
271,40.72368361,-73.97574813,1
272,40.72453734,-73.98185424,5
273,40.72456089,-73.99565293,1
274,40.724563429,-73.989443779,1
275,40.72467721,-73.98783413,11
276,40.724812564400004,-73.9475262165,2
277,40.725570000000005,-73.94434,4
278,40.725848299999996,-73.95064893,5
279,40.72606,-73.95621,12
280,40.72621788,-73.98379855,6
281,40.72679454,-73.99695094,1
282,40.72708584,-73.95299117,4
283,40.72710258,-74.00297088,2
284,40.72740794,-73.98142006,3
285,40.72743423,-73.99379025,2
286,40.7277140778,-74.0112957358,3
287,40.72779126,-73.98564945,3
288,40.7284186,-73.98713956,2
289,40.728846000000004,-74.00859100000001,1
290,40.72903917,-73.99404649,1
291,40.72906,-73.95779,13
292,40.72917025,-73.99810231,1
293,40.729193,-73.97665500000001,1
294,40.7292364991,-73.990868032,1
295,40.72938685,-73.97772429,7
296,40.72953837,-73.98426726,5
297,40.72955361,-73.98057249,1
298,40.730259999999994,-73.95394,4
299,40.73038599,-74.00214988,2
300,40.73047309,-73.98672378,1
301,40.73047747,-73.99906065,2
302,40.73221853,-73.98165557,4
303,40.73223272,-73.98889957,2
304,40.73224119,-74.00026394,1
305,40.73226398,-73.99852205,1
306,40.73232194,-73.9550858,3
307,40.73261787,-73.99158043,4
308,40.732659999999996,-73.95826,5
309,40.73291553,-74.00711384,1
310,40.73314259,-73.97573881,3
311,40.733812191999995,-73.9805442095,2
312,40.73401143,-74.00293877,1
313,40.734232,-73.986923,4
314,40.735238,-74.000271,1
315,40.73524276,-73.98758561,1
316,40.73555,-73.95284000000001,2
317,40.735640000000004,-73.95866,5
318,40.73587678,-73.98205027,1
319,40.7361967,-74.00859207,1
320,40.73649403,-73.99704374,1
321,40.736502,-73.97809472,1
322,40.73652889,-74.00618026,2
323,40.73704984,-73.99009296,1
324,40.7381765,-73.97738662,2
325,40.7390169121,-74.0026376103,3
326,40.73912601,-73.97973776,1
327,40.73935542,-73.99931783,2
328,40.739445,-73.97680600000001,3
329,40.74173969,-73.99415556,1
330,40.74177603,-74.00149746,1
331,40.74232744,-73.95411749,1
332,40.74290902,-73.97706058,1
333,40.743,-73.93561,1
334,40.74345335,-74.00004031,2
335,40.74394314,-73.97966069,1
336,40.744023,-73.976056,3
337,40.744219,-73.97121214,1
338,40.746646999999996,-73.993915,1
339,40.746745000000004,-74.007756,2
340,40.74731,-73.95451,1
341,40.74780373,-73.97344190000001,1
342,40.74901271,-73.98848395,1
343,40.749717753,-74.002950346,1
344,40.75110165,-73.94073717,3
345,40.751872999999996,-73.97770600000001,2
346,40.75455731,-73.96592976,2
347,40.75466591,-73.99138152,1
348,40.75640548,-73.9900262,1
349,40.75929124,-73.98859651,1
350,40.76009437,-73.99461843,1
351,40.76087502,-74.00277668,2
352,40.761628,-73.972924,1
353,40.76269882,-73.99301222,3
354,40.76669671,-73.99061728,1
355,40.768254,-73.988639,2
356,40.77140426,-73.9535166,1
357,40.7727966,-73.95577801,1
358,40.78172120000001,-73.94594000000001,1
359,40.78414472,-73.98362492,1
360,40.80083629999999,-73.9664492472,1
