,O_date,Event_type,O_hour,Count,date,temperature,precipitation,weekday,O_month,season
42,2016-01-16,boxing,16,1,2016-01-16,47.0,0.24,False,1,1
43,2016-01-16,boxing,17,1,2016-01-16,47.0,0.24,False,1,1
44,2016-01-16,boxing,18,1,2016-01-16,47.0,0.24,False,1,1
45,2016-01-16,boxing,23,1,2016-01-16,47.0,0.24,False,1,1
46,2016-01-17,no-event,20,1,2016-01-17,36.0,0.05,False,1,1
47,2016-01-17,no-event,22,1,2016-01-17,36.0,0.05,False,1,1
48,2016-01-19,no-event,16,1,2016-01-19,22.0,0.0,True,1,1
49,2016-01-19,no-event,22,1,2016-01-19,22.0,0.0,True,1,1
50,2016-01-19,no-event,23,1,2016-01-19,22.0,0.0,True,1,1
51,2016-01-20,basketball,16,1,2016-01-20,32.0,0.0,True,1,1
52,2016-01-20,basketball,21,1,2016-01-20,32.0,0.0,True,1,1
53,2016-01-21,concert,18,1,2016-01-21,31.0,0.0,True,1,1
54,2016-01-21,concert,19,1,2016-01-21,31.0,0.0,True,1,1
55,2016-01-21,concert,21,1,2016-01-21,31.0,0.0,True,1,1
56,2016-01-27,concert,22,1,2016-01-27,40.5,0.0,True,1,1
57,2016-01-27,concert,23,1,2016-01-27,40.5,0.0,True,1,1
58,2016-01-28,no-event,16,1,2016-01-28,37.0,0.0,True,1,1
59,2016-01-28,no-event,20,1,2016-01-28,37.0,0.0,True,1,1
60,2016-01-29,no-event,17,1,2016-01-29,35.5,0.0,True,1,1
61,2016-01-29,no-event,23,1,2016-01-29,35.5,0.0,True,1,1
62,2016-01-30,no-event,16,1,2016-01-30,33.5,0.0,False,1,1
63,2016-01-30,no-event,17,1,2016-01-30,33.5,0.0,False,1,1
64,2016-01-30,no-event,21,1,2016-01-30,33.5,0.0,False,1,1
65,2016-01-30,no-event,22,1,2016-01-30,33.5,0.0,False,1,1
66,2016-01-31,no-event,16,1,2016-01-31,46.0,0.0,False,1,1
67,2016-02-01,basketball,16,1,2016-02-01,36.0,0.0,True,2,1
68,2016-02-01,basketball,21,1,2016-02-01,36.0,0.0,True,2,1
69,2016-02-01,basketball,22,1,2016-02-01,36.0,0.0,True,2,1
70,2016-02-02,no-event,23,1,2016-02-02,44.0,0.0,True,2,1
71,2016-02-03,basketball,19,1,2016-02-03,42.0,0.14,True,2,1
72,2016-02-03,basketball,20,1,2016-02-03,42.0,0.14,True,2,1
73,2016-02-03,basketball,21,1,2016-02-03,42.0,0.14,True,2,1
74,2016-02-04,no-event,16,1,2016-02-04,55.0,0.16,True,2,1
75,2016-02-04,no-event,20,1,2016-02-04,55.0,0.16,True,2,1
76,2016-02-04,no-event,23,1,2016-02-04,55.0,0.16,True,2,1
77,2016-02-05,basketball,17,1,2016-02-05,52.5,0.04,True,2,1
78,2016-02-05,basketball,19,1,2016-02-05,52.5,0.04,True,2,1
79,2016-02-05,basketball,20,1,2016-02-05,52.5,0.04,True,2,1
80,2016-02-05,basketball,21,1,2016-02-05,52.5,0.04,True,2,1
81,2016-02-05,basketball,23,1,2016-02-05,52.5,0.04,True,2,1
82,2016-02-06,no-event,16,1,2016-02-06,70.0,0.0,False,2,1
83,2016-02-06,no-event,19,1,2016-02-06,70.0,0.0,False,2,1
84,2016-02-06,no-event,20,1,2016-02-06,70.0,0.0,False,2,1
85,2016-02-06,no-event,21,1,2016-02-06,70.0,0.0,False,2,1
86,2016-02-06,no-event,22,1,2016-02-06,70.0,0.0,False,2,1
87,2016-02-06,no-event,23,1,2016-02-06,70.0,0.0,False,2,1
88,2016-02-08,basketball,16,1,2016-02-08,73.5,0.0,True,2,1
89,2016-02-08,basketball,22,1,2016-02-08,73.5,0.0,True,2,1
90,2016-02-08,basketball,23,1,2016-02-08,73.5,0.0,True,2,1
91,2016-02-09,no-event,22,1,2016-02-09,73.5,0.0,True,2,1
92,2016-02-11,no-event,16,1,2016-02-11,62.0,0.0,True,2,1
93,2016-02-11,no-event,22,1,2016-02-11,62.0,0.0,True,2,1
94,2016-02-11,no-event,23,1,2016-02-11,62.0,0.0,True,2,1
95,2016-02-12,other,16,1,2016-02-12,45.5,0.0,True,2,1
96,2016-02-12,other,18,1,2016-02-12,45.5,0.0,True,2,1
97,2016-02-12,other,19,1,2016-02-12,45.5,0.0,True,2,1
98,2016-02-12,other,21,1,2016-02-12,45.5,0.0,True,2,1
99,2016-02-12,other,22,1,2016-02-12,45.5,0.0,True,2,1
100,2016-02-13,no-event,23,1,2016-02-13,14.0,0.0,False,2,1
101,2016-02-16,no-event,18,1,2016-02-16,44.5,1.01,True,2,1
102,2016-02-16,no-event,21,1,2016-02-16,44.5,1.01,True,2,1
103,2016-02-16,no-event,22,1,2016-02-16,44.5,1.01,True,2,1
104,2016-02-17,no-event,17,1,2016-02-17,37.0,0.0,True,2,1
105,2016-02-17,no-event,20,1,2016-02-17,37.0,0.0,True,2,1
106,2016-02-17,no-event,21,1,2016-02-17,37.0,0.0,True,2,1
107,2016-02-17,no-event,22,1,2016-02-17,37.0,0.0,True,2,1
108,2016-02-18,no-event,16,1,2016-02-18,31.5,0.0,True,2,1
109,2016-02-18,no-event,17,1,2016-02-18,31.5,0.0,True,2,1
110,2016-02-18,no-event,21,1,2016-02-18,31.5,0.0,True,2,1
111,2016-02-18,no-event,22,1,2016-02-18,31.5,0.0,True,2,1
112,2016-02-19,basketball,17,1,2016-02-19,31.5,0.0,True,2,1
113,2016-02-19,basketball,18,1,2016-02-19,31.5,0.0,True,2,1
114,2016-02-19,basketball,23,1,2016-02-19,31.5,0.0,True,2,1
115,2016-02-20,no-event,16,1,2016-02-20,50.0,0.0,False,2,1
116,2016-02-20,no-event,17,1,2016-02-20,50.0,0.0,False,2,1
117,2016-02-20,no-event,19,1,2016-02-20,50.0,0.0,False,2,1
118,2016-02-20,no-event,20,1,2016-02-20,50.0,0.0,False,2,1
119,2016-02-21,basketball,18,1,2016-02-21,49.5,0.03,False,2,1
120,2016-02-21,basketball,21,1,2016-02-21,49.5,0.03,False,2,1
121,2016-02-21,basketball,22,1,2016-02-21,49.5,0.03,False,2,1
122,2016-02-22,no-event,16,1,2016-02-22,45.0,0.0,True,2,1
123,2016-02-22,no-event,21,1,2016-02-22,45.0,0.0,True,2,1
124,2016-02-23,no-event,16,1,2016-02-23,37.5,0.3,True,2,1
125,2016-02-23,no-event,18,1,2016-02-23,37.5,0.3,True,2,1
126,2016-02-24,no-event,16,1,2016-02-24,48.0,1.22,True,2,1
127,2016-02-24,no-event,17,1,2016-02-24,48.0,1.22,True,2,1
128,2016-02-24,no-event,19,1,2016-02-24,48.0,1.22,True,2,1
129,2016-02-24,no-event,20,1,2016-02-24,48.0,1.22,True,2,1
130,2016-02-24,no-event,23,1,2016-02-24,48.0,1.22,True,2,1
131,2016-02-25,no-event,18,1,2016-02-25,49.0,0.02,True,2,1
132,2016-02-25,no-event,22,1,2016-02-25,49.0,0.02,True,2,1
133,2016-02-26,no-event,16,1,2016-02-26,33.0,0.0,True,2,1
134,2016-02-26,no-event,19,1,2016-02-26,33.0,0.0,True,2,1
135,2016-02-26,no-event,21,1,2016-02-26,33.0,0.0,True,2,1
136,2016-02-26,no-event,22,1,2016-02-26,33.0,0.0,True,2,1
137,2016-02-27,no-event,17,1,2016-02-27,33.5,0.0,False,2,1
138,2016-02-28,no-event,16,1,2016-02-28,49.0,0.0,False,2,1
139,2016-02-28,no-event,18,1,2016-02-28,49.0,0.0,False,2,1
140,2016-02-28,no-event,20,1,2016-02-28,49.0,0.0,False,2,1
141,2016-02-29,no-event,17,1,2016-02-29,54.0,0.05,True,2,1
142,2016-02-29,no-event,22,1,2016-02-29,54.0,0.05,True,2,1
143,2016-02-29,no-event,23,1,2016-02-29,54.0,0.05,True,2,1
144,2016-03-01,no-event,17,1,2016-03-01,40.0,0.0,True,3,2
145,2016-03-01,no-event,21,1,2016-03-01,40.0,0.0,True,3,2
146,2016-03-02,no-event,16,1,2016-03-02,50.5,0.73,True,3,2
147,2016-03-02,no-event,20,1,2016-03-02,50.5,0.73,True,3,2
148,2016-03-02,no-event,21,1,2016-03-02,50.5,0.73,True,3,2
149,2016-03-02,no-event,23,1,2016-03-02,50.5,0.73,True,3,2
150,2016-03-03,no-event,23,1,2016-03-03,31.0,0.0,True,3,2
151,2016-03-04,no-event,22,1,2016-03-04,42.0,0.09,True,3,2
152,2016-03-05,no-event,22,1,2016-03-05,53.5,0.61,False,3,2
153,2016-03-06,no-event,16,1,2016-03-06,66.5,0.04,False,3,2
154,2016-03-06,no-event,19,1,2016-03-06,66.5,0.04,False,3,2
155,2016-03-06,no-event,22,1,2016-03-06,66.5,0.04,False,3,2
156,2016-03-07,no-event,17,1,2016-03-07,71.0,0.0,True,3,2
157,2016-03-07,no-event,23,1,2016-03-07,71.0,0.0,True,3,2
158,2016-03-08,hockey,16,1,2016-03-08,73.0,0.0,True,3,2
159,2016-03-08,hockey,19,1,2016-03-08,73.0,0.0,True,3,2
160,2016-03-08,hockey,21,1,2016-03-08,73.0,0.0,True,3,2
161,2016-03-08,hockey,22,1,2016-03-08,73.0,0.0,True,3,2
162,2016-03-08,hockey,23,1,2016-03-08,73.0,0.0,True,3,2
163,2016-03-09,basketball,17,1,2016-03-09,70.5,0.0,True,3,2
164,2016-03-10,basketball,18,1,2016-03-10,66.0,0.0,True,3,2
165,2016-03-12,no-event,18,1,2016-03-12,44.0,0.0,False,3,2
166,2016-03-12,no-event,20,1,2016-03-12,44.0,0.0,False,3,2
167,2016-03-13,basketball,17,1,2016-03-13,56.0,0.0,False,3,2
168,2016-03-14,no-event,21,1,2016-03-14,45.5,0.29,True,3,2
169,2016-03-15,basketball,21,1,2016-03-15,50.5,0.0,True,3,2
170,2016-03-15,basketball,23,1,2016-03-15,50.5,0.0,True,3,2
171,2016-03-16,no-event,23,1,2016-03-16,56.5,0.02,True,3,2
172,2016-03-17,no-event,16,1,2016-03-17,54.0,0.0,True,3,2
173,2016-03-17,no-event,20,1,2016-03-17,54.0,0.0,True,3,2
174,2016-03-18,no-event,17,1,2016-03-18,49.5,0.0,True,3,2
175,2016-03-18,no-event,20,1,2016-03-18,49.5,0.0,True,3,2
176,2016-03-19,no-event,23,1,2016-03-19,41.0,0.0,False,3,2
177,2016-03-20,no-event,18,1,2016-03-20,37.5,0.07,False,3,2
178,2016-03-20,no-event,20,1,2016-03-20,37.5,0.07,False,3,2
179,2016-03-21,hockey,19,1,2016-03-21,41.0,0.06,True,3,2
180,2016-03-21,hockey,20,1,2016-03-21,41.0,0.06,True,3,2
181,2016-03-21,hockey,22,1,2016-03-21,41.0,0.06,True,3,2
182,2016-03-21,hockey,23,1,2016-03-21,41.0,0.06,True,3,2
183,2016-03-22,basketball,18,1,2016-03-22,45.5,0.0,True,3,2
184,2016-03-22,basketball,23,1,2016-03-22,45.5,0.0,True,3,2
185,2016-03-23,no-event,16,1,2016-03-23,59.5,0.0,True,3,2
186,2016-03-23,no-event,17,1,2016-03-23,59.5,0.0,True,3,2
187,2016-03-23,no-event,18,1,2016-03-23,59.5,0.0,True,3,2
188,2016-03-24,basketball,19,1,2016-03-24,49.5,0.0,True,3,2
189,2016-03-24,basketball,20,1,2016-03-24,49.5,0.0,True,3,2
190,2016-03-25,concert,18,1,2016-03-25,58.0,0.04,True,3,2
191,2016-03-25,concert,21,1,2016-03-25,58.0,0.04,True,3,2
192,2016-03-26,basketball,16,1,2016-03-26,46.5,0.0,False,3,2
193,2016-03-26,basketball,17,1,2016-03-26,46.5,0.0,False,3,2
194,2016-03-26,basketball,20,1,2016-03-26,46.5,0.0,False,3,2
195,2016-03-27,concert,19,1,2016-03-27,49.0,0.0,False,3,2
196,2016-03-27,concert,21,1,2016-03-27,49.0,0.0,False,3,2
197,2016-03-28,boxing,17,1,2016-03-28,52.0,0.38,True,3,2
198,2016-03-28,boxing,18,1,2016-03-28,52.0,0.38,True,3,2
199,2016-03-28,boxing,21,1,2016-03-28,52.0,0.38,True,3,2
200,2016-03-28,boxing,22,1,2016-03-28,52.0,0.38,True,3,2
201,2016-03-29,no-event,23,1,2016-03-29,46.5,0.0,True,3,2
202,2016-03-30,concert,17,1,2016-03-30,46.5,0.0,True,3,2
203,2016-03-30,concert,18,1,2016-03-30,46.5,0.0,True,3,2
204,2016-03-30,concert,22,1,2016-03-30,46.5,0.0,True,3,2
205,2016-03-30,concert,23,1,2016-03-30,46.5,0.0,True,3,2
206,2016-03-31,no-event,20,1,2016-03-31,61.0,0.0,True,3,2
207,2016-03-31,no-event,21,1,2016-03-31,61.0,0.0,True,3,2
208,2016-03-31,no-event,22,1,2016-03-31,61.0,0.0,True,3,2
209,2016-03-31,no-event,23,1,2016-03-31,61.0,0.0,True,3,2
210,2016-04-01,no-event,18,1,2016-04-01,25.0,0.0,True,4,2
211,2016-04-01,no-event,19,1,2016-04-01,25.0,0.0,True,4,2
212,2016-04-01,no-event,20,1,2016-04-01,25.0,0.0,True,4,2
213,2016-04-02,no-event,16,1,2016-04-02,51.5,0.0,False,4,2
214,2016-04-02,no-event,21,1,2016-04-02,51.5,0.0,False,4,2
215,2016-04-03,no-event,19,1,2016-04-03,34.5,0.11,False,4,2
216,2016-04-03,no-event,20,1,2016-04-03,34.5,0.11,False,4,2
217,2016-04-04,no-event,17,1,2016-04-04,37.0,0.47,True,4,2
218,2016-04-05,no-event,18,1,2016-04-05,50.0,0.01,True,4,2
219,2016-04-05,no-event,19,1,2016-04-05,50.0,0.01,True,4,2
220,2016-04-05,no-event,21,1,2016-04-05,50.0,0.01,True,4,2
221,2016-04-05,no-event,23,1,2016-04-05,50.0,0.01,True,4,2
222,2016-04-06,no-event,23,1,2016-04-06,74.5,0.4,True,4,2
223,2016-04-07,no-event,17,1,2016-04-07,75.0,0.49,True,4,2
224,2016-04-07,no-event,23,1,2016-04-07,75.0,0.49,True,4,2
225,2016-04-08,other,19,1,2016-04-08,74.0,0.0,True,4,2
226,2016-04-08,other,20,1,2016-04-08,74.0,0.0,True,4,2
227,2016-04-08,other,23,1,2016-04-08,74.0,0.0,True,4,2
228,2016-04-09,no-event,16,1,2016-04-09,72.5,0.0,False,4,2
229,2016-04-09,no-event,21,1,2016-04-09,72.5,0.0,False,4,2
230,2016-04-10,no-event,16,1,2016-04-10,64.5,0.0,False,4,2
231,2016-04-10,no-event,18,1,2016-04-10,64.5,0.0,False,4,2
232,2016-04-10,no-event,23,1,2016-04-10,64.5,0.0,False,4,2
233,2016-04-11,basketball,18,1,2016-04-11,54.0,0.0,True,4,2
234,2016-04-11,basketball,21,1,2016-04-11,54.0,0.0,True,4,2
235,2016-04-11,basketball,22,1,2016-04-11,54.0,0.0,True,4,2
236,2016-04-12,concert,17,1,2016-04-12,43.0,0.0,True,4,2
237,2016-04-12,concert,22,1,2016-04-12,43.0,0.0,True,4,2
238,2016-04-12,concert,23,1,2016-04-12,43.0,0.0,True,4,2
239,2016-04-13,basketball,23,1,2016-04-13,49.0,0.0,True,4,2
240,2016-04-14,no-event,18,1,2016-04-14,52.5,0.0,True,4,2
241,2016-04-14,no-event,20,1,2016-04-14,52.5,0.0,True,4,2
242,2016-04-14,no-event,23,1,2016-04-14,52.5,0.0,True,4,2
243,2016-04-15,no-event,16,1,2016-04-15,53.5,0.0,True,4,2
244,2016-04-15,no-event,21,1,2016-04-15,53.5,0.0,True,4,2
245,2016-04-15,no-event,23,1,2016-04-15,53.5,0.0,True,4,2
246,2016-04-16,boxing,16,1,2016-04-16,55.5,0.0,False,4,2
247,2016-04-16,boxing,17,1,2016-04-16,55.5,0.0,False,4,2
248,2016-04-16,boxing,20,1,2016-04-16,55.5,0.0,False,4,2
249,2016-04-17,boxing,20,1,2016-04-17,59.5,0.0,False,4,2
250,2016-04-17,boxing,22,1,2016-04-17,59.5,0.0,False,4,2
251,2016-04-18,no-event,19,1,2016-04-18,66.5,0.0,True,4,2
252,2016-04-18,no-event,21,1,2016-04-18,66.5,0.0,True,4,2
253,2016-04-18,no-event,23,1,2016-04-18,66.5,0.0,True,4,2
254,2016-04-19,no-event,18,1,2016-04-19,64.0,0.0,True,4,2
255,2016-04-19,no-event,20,1,2016-04-19,64.0,0.0,True,4,2
256,2016-04-19,no-event,21,1,2016-04-19,64.0,0.0,True,4,2
257,2016-04-20,no-event,19,1,2016-04-20,59.0,0.0,True,4,2
258,2016-04-21,no-event,22,1,2016-04-21,61.0,0.0,True,4,2
259,2016-04-23,concert,18,1,2016-04-23,62.5,0.16,False,4,2
260,2016-04-23,concert,19,1,2016-04-23,62.5,0.16,False,4,2
261,2016-04-24,no-event,17,1,2016-04-24,57.5,0.0,False,4,2
262,2016-04-24,no-event,19,1,2016-04-24,57.5,0.0,False,4,2
263,2016-04-24,no-event,23,1,2016-04-24,57.5,0.0,False,4,2
264,2016-04-25,concert,16,1,2016-04-25,59.5,0.0,True,4,2
265,2016-04-25,concert,17,1,2016-04-25,59.5,0.0,True,4,2
266,2016-04-26,no-event,18,1,2016-04-26,53.5,0.24,True,4,2
267,2016-04-26,no-event,22,1,2016-04-26,53.5,0.24,True,4,2
268,2016-04-27,no-event,18,1,2016-04-27,54.0,0.0,True,4,2
269,2016-04-27,no-event,21,1,2016-04-27,54.0,0.0,True,4,2
270,2016-04-27,no-event,22,1,2016-04-27,54.0,0.0,True,4,2
271,2016-04-28,no-event,18,1,2016-04-28,53.5,0.0,True,4,2
272,2016-04-28,no-event,19,1,2016-04-28,53.5,0.0,True,4,2
273,2016-04-28,no-event,21,1,2016-04-28,53.5,0.0,True,4,2
274,2016-04-29,no-event,17,1,2016-04-29,51.5,0.05,True,4,2
275,2016-04-29,no-event,21,1,2016-04-29,51.5,0.05,True,4,2
276,2016-04-30,no-event,16,1,2016-04-30,55.5,0.0,False,4,2
277,2016-04-30,no-event,18,1,2016-04-30,55.5,0.0,False,4,2
278,2016-04-30,no-event,20,1,2016-04-30,55.5,0.0,False,4,2
279,2016-05-01,no-event,23,1,2016-05-01,20.0,0.0,False,5,2
280,2016-05-03,no-event,17,1,2016-05-03,34.5,0.0,True,5,2
281,2016-05-03,no-event,22,1,2016-05-03,34.5,0.0,True,5,2
282,2016-05-04,concert,19,1,2016-05-04,34.5,0.0,True,5,2
283,2016-05-04,concert,23,1,2016-05-04,34.5,0.0,True,5,2
284,2016-05-05,concert,19,1,2016-05-05,51.5,0.0,True,5,2
285,2016-05-05,concert,20,1,2016-05-05,51.5,0.0,True,5,2
286,2016-05-05,concert,21,1,2016-05-05,51.5,0.0,True,5,2
287,2016-05-05,concert,22,1,2016-05-05,51.5,0.0,True,5,2
288,2016-05-06,no-event,17,1,2016-05-06,68.0,0.91,True,5,2
289,2016-05-06,no-event,22,1,2016-05-06,68.0,0.91,True,5,2
290,2016-05-07,no-event,16,1,2016-05-07,77.5,0.66,False,5,2
291,2016-05-07,no-event,17,1,2016-05-07,77.5,0.66,False,5,2
292,2016-05-07,no-event,22,1,2016-05-07,77.5,0.66,False,5,2
293,2016-05-07,no-event,23,1,2016-05-07,77.5,0.66,False,5,2
294,2016-05-08,no-event,16,1,2016-05-08,76.0,0.0,False,5,2
295,2016-05-08,no-event,17,1,2016-05-08,76.0,0.0,False,5,2
296,2016-05-09,no-event,18,1,2016-05-09,74.5,0.0,True,5,2
297,2016-05-09,no-event,19,1,2016-05-09,74.5,0.0,True,5,2
298,2016-05-10,no-event,16,1,2016-05-10,60.0,0.0,True,5,2
299,2016-05-10,no-event,17,1,2016-05-10,60.0,0.0,True,5,2
300,2016-05-10,no-event,19,1,2016-05-10,60.0,0.0,True,5,2
301,2016-05-11,no-event,22,1,2016-05-11,53.0,0.0,True,5,2
302,2016-05-12,no-event,17,1,2016-05-12,43.5,0.19,True,5,2
303,2016-05-12,no-event,18,1,2016-05-12,43.5,0.19,True,5,2
304,2016-05-12,no-event,22,1,2016-05-12,43.5,0.19,True,5,2
305,2016-05-13,no-event,16,1,2016-05-13,61.0,0.25,True,5,2
306,2016-05-13,no-event,17,1,2016-05-13,61.0,0.25,True,5,2
307,2016-05-13,no-event,21,1,2016-05-13,61.0,0.25,True,5,2
308,2016-05-13,no-event,22,1,2016-05-13,61.0,0.25,True,5,2
309,2016-05-13,no-event,23,1,2016-05-13,61.0,0.25,True,5,2
310,2016-05-14,other,17,1,2016-05-14,64.5,0.0,False,5,2
311,2016-05-14,other,18,1,2016-05-14,64.5,0.0,False,5,2
312,2016-05-14,other,20,1,2016-05-14,64.5,0.0,False,5,2
313,2016-05-14,other,22,1,2016-05-14,64.5,0.0,False,5,2
314,2016-05-14,other,23,1,2016-05-14,64.5,0.0,False,5,2
315,2016-05-15,no-event,22,1,2016-05-15,52.5,0.0,False,5,2
316,2016-05-16,no-event,19,1,2016-05-16,54.5,0.0,True,5,2
317,2016-05-16,no-event,21,1,2016-05-16,54.5,0.0,True,5,2
318,2016-05-16,no-event,23,1,2016-05-16,54.5,0.0,True,5,2
319,2016-05-19,no-event,20,1,2016-05-19,63.5,0.0,True,5,2
320,2016-05-20,concert,18,1,2016-05-20,64.5,0.0,True,5,2
321,2016-05-20,concert,21,1,2016-05-20,64.5,0.0,True,5,2
322,2016-05-20,concert,23,1,2016-05-20,64.5,0.0,True,5,2
323,2016-05-21,concert,18,1,2016-05-21,60.0,0.04,False,5,2
324,2016-05-21,concert,19,1,2016-05-21,60.0,0.04,False,5,2
325,2016-05-22,no-event,18,1,2016-05-22,61.0,0.09,False,5,2
326,2016-05-23,no-event,16,1,2016-05-23,67.0,0.02,True,5,2
327,2016-05-23,no-event,17,1,2016-05-23,67.0,0.02,True,5,2
328,2016-05-23,no-event,18,1,2016-05-23,67.0,0.02,True,5,2
329,2016-05-23,no-event,19,1,2016-05-23,67.0,0.02,True,5,2
330,2016-05-23,no-event,21,1,2016-05-23,67.0,0.02,True,5,2
331,2016-05-24,no-event,23,1,2016-05-24,65.5,0.18,True,5,2
332,2016-05-25,no-event,20,1,2016-05-25,74.5,0.0,True,5,2
333,2016-05-25,no-event,21,1,2016-05-25,74.5,0.0,True,5,2
334,2016-05-26,no-event,17,1,2016-05-26,79.5,0.0,True,5,2
335,2016-05-26,no-event,18,1,2016-05-26,79.5,0.0,True,5,2
336,2016-05-26,no-event,23,1,2016-05-26,79.5,0.0,True,5,2
337,2016-05-27,no-event,19,1,2016-05-27,80.0,0.0,True,5,2
338,2016-05-29,no-event,17,1,2016-05-29,78.5,0.0,False,5,2
339,2016-05-29,no-event,21,1,2016-05-29,78.5,0.0,False,5,2
340,2016-05-29,no-event,22,1,2016-05-29,78.5,0.0,False,5,2
341,2016-05-30,no-event,16,1,2016-05-30,75.0,1.65,True,5,2
342,2016-05-30,no-event,18,1,2016-05-30,75.0,1.65,True,5,2
343,2016-05-31,no-event,17,1,2016-05-31,78.0,0.0,True,5,2
344,2016-05-31,no-event,22,1,2016-05-31,78.0,0.0,True,5,2
345,2016-05-31,no-event,23,1,2016-05-31,78.0,0.0,True,5,2
346,2016-06-01,concert,16,1,2016-06-01,33.0,0.0,True,6,3
347,2016-06-01,concert,21,1,2016-06-01,33.0,0.0,True,6,3
348,2016-06-02,no-event,17,1,2016-06-02,35.0,0.0,True,6,3
349,2016-06-02,no-event,22,1,2016-06-02,35.0,0.0,True,6,3
350,2016-06-03,no-event,22,1,2016-06-03,38.0,0.0,True,6,3
351,2016-06-04,no-event,17,1,2016-06-04,39.0,0.0,False,6,3
352,2016-06-04,no-event,19,1,2016-06-04,39.0,0.0,False,6,3
353,2016-06-04,no-event,22,1,2016-06-04,39.0,0.0,False,6,3
354,2016-06-05,no-event,17,1,2016-06-05,51.0,0.54,False,6,3
355,2016-06-05,no-event,18,1,2016-06-05,51.0,0.54,False,6,3
356,2016-06-05,no-event,19,1,2016-06-05,51.0,0.54,False,6,3
357,2016-06-05,no-event,20,1,2016-06-05,51.0,0.54,False,6,3
358,2016-06-05,no-event,22,1,2016-06-05,51.0,0.54,False,6,3
359,2016-06-06,no-event,16,1,2016-06-06,74.0,0.0,True,6,3
360,2016-06-06,no-event,22,1,2016-06-06,74.0,0.0,True,6,3
361,2016-06-07,no-event,16,1,2016-06-07,83.0,0.0,True,6,3
362,2016-06-07,no-event,17,1,2016-06-07,83.0,0.0,True,6,3
363,2016-06-07,no-event,18,1,2016-06-07,83.0,0.0,True,6,3
364,2016-06-07,no-event,21,1,2016-06-07,83.0,0.0,True,6,3
365,2016-06-07,no-event,22,1,2016-06-07,83.0,0.0,True,6,3
366,2016-06-09,no-event,20,1,2016-06-09,75.5,0.0,True,6,3
