,end station latitude,end station longitude,count
0,40.6610633719,-73.9794525504,4
1,40.663779,-73.98396846,7
2,40.665146815300005,-73.9763760567,1
3,40.666207799999995,-73.98199886,9
4,40.666287,-73.98895053,6
5,40.666318100000005,-73.9854617,3
6,40.668127,-73.98377641,3
7,40.668132,-73.97363831,3
8,40.6685455,-73.99333264,1
9,40.668603000000004,-73.99043940000001,2
10,40.6686273,-73.98700053,4
11,40.668662700000006,-73.97988067,5
12,40.67038370000001,-73.97839676,8
13,40.670483600000004,-73.98208968,3
14,40.670492200000005,-73.98541675,4
15,40.6705135,-73.98876585,3
16,40.671197799999995,-73.97484126,8
17,40.6724811,-73.99331394,1
18,40.6726029815,-73.9898300171,5
19,40.672815500000006,-73.98352355,16
20,40.6729679,-73.97087984,2
21,40.6740886,-73.9787282,10
22,40.6746134225,-73.9850114286,1
23,40.6747055,-74.00755720000001,2
24,40.675020700000005,-73.97111473,5
25,40.675070500000004,-73.98775226,7
26,40.6751468387,-73.9752320945,4
27,40.6751622,-73.9814832,9
28,40.6753274,-74.0100698,2
29,40.6763947,-73.99869893,2
30,40.6765304,-73.97846879,5
31,40.6772744,-73.98282002,10
32,40.67761470000001,-73.97324283,6
33,40.6777287,-73.99364123,2
34,40.6783563,-74.00014502,4
35,40.6786115,-73.99037292,3
36,40.678724200000005,-73.99599099,3
37,40.67890679,-73.94142771,2
38,40.679097997199996,-73.98765474560001,3
39,40.67927879999999,-73.98154004,7
40,40.6793307,-73.97519523,8
41,40.6795766,-73.97854971,11
42,40.6802133,-73.98432695,1
43,40.680342423,-73.9557689392,3
44,40.680611,-73.99475825,8
45,40.6809447235,-73.9756733179,5
46,40.6809833854,-73.9500479759,1
47,40.6814598,-73.934903,1
48,40.6819904427,-73.9907902479,2
49,40.68216564,-73.95399026,1
50,40.68223166,-73.9614583,8
51,40.682368700000005,-73.944118,3
52,40.682601,-73.938037,2
53,40.6827549,-73.98258555,4
54,40.6829151,-73.99318208,6
55,40.683048,-73.964915,22
56,40.683116399999996,-73.99785267,4
57,40.68312489,-73.97895137,8
58,40.68382604,-73.97632328,6
59,40.684020000000004,-73.94977,3
60,40.68415748,-73.96922273,9
61,40.6843549,-73.98901629,3
62,40.684568299999995,-73.95881081,3
63,40.684751399999996,-73.99917254,1
64,40.68488,-73.96304,3
65,40.6849668,-73.98620772,9
66,40.6849894,-73.99440329,4
67,40.6850680731,-73.977907598,4
68,40.6851532,-73.94111,2
69,40.6853761,-73.98302136,1
70,40.68539567,-73.97431458,5
71,40.686175799999994,-73.99645295,4
72,40.686203000000006,-73.944694,4
73,40.686312,-73.935775,1
74,40.686371,-73.99383324,4
75,40.686444200000004,-73.98759104,2
76,40.68650065,-73.96563307,9
77,40.686744299999994,-73.99063168,10
78,40.68676793,-73.95928168,12
79,40.68683208,-73.9796772,2
80,40.68691865,-73.976682,13
81,40.68753406,-73.97265183,6
82,40.68763155,-74.0016256,2
83,40.68764484,-73.96968902,10
84,40.68807003,-73.98410637,3
85,40.6881529,-73.99520919,1
86,40.688226,-73.979382,2
87,40.68833370000001,-73.950916,1
88,40.68851534,-73.9647628,11
89,40.68900443,-73.96023854,13
90,40.68926942,-73.98912867,4
91,40.68940747,-73.96885458,9
92,40.6896218879,-73.9830426872,4
93,40.68981035,-73.97493121,4
94,40.689888,-73.981013,2
95,40.6902375,-73.99203074,16
96,40.6906495,-73.95643107,1
97,40.69089272,-73.99612349,9
98,40.6910292568,-73.99183362720001,3
99,40.69128258,-73.9452416,3
100,40.69165183,-73.99997859999999,5
101,40.6917823,-73.97372990000001,15
102,40.69196035,-73.96536851,13
103,40.69196566,-73.9813018,5
104,40.69221589,-73.9842844,17
105,40.69236178,-73.98631746,10
106,40.69237074,-73.93705428,1
107,40.69239502,-73.99337909,3
108,40.69308257,-73.97178913,20
109,40.693261,-73.968896,18
110,40.69327018,-73.97703874,1
111,40.69331716,-73.95381995,8
112,40.69363137,-73.96223558,8
113,40.69425403,-73.94626915,1
114,40.694528000000005,-73.958089,1
115,40.69474881,-73.98362464,8
116,40.695065,-73.987167,7
117,40.69512845,-73.99595065,5
118,40.69527008,-73.95238108,1
119,40.69539817,-73.94954908,6
120,40.69573398,-73.97129668,5
121,40.69580705,-73.97355569,10
122,40.69610226,-73.96751037,2
123,40.696191999999996,-73.991218,3
124,40.69622937,-73.94371094,4
125,40.69681963,-73.93756926,5
126,40.69760127,-73.99344559,4
127,40.69766564,-73.98476437,4
128,40.697787,-73.973736,3
129,40.69794,-73.96986848,4
130,40.69839895,-73.98068914,1
131,40.698617,-73.941342,1
132,40.70029511,-73.95032283,1
133,40.7014851,-73.98656928,2
134,40.70224,-73.982578,5
135,40.70411791,-73.94818595,1
136,40.71044554,-73.96525063,6
137,40.711065999999995,-74.009447,1
138,40.71173107,-73.99193043,1
139,40.71247661,-73.94100005,1
140,40.71273266,-74.0046073,1
141,40.71413311,-73.95234386,1
142,40.715143,-73.944507,1
143,40.71534825,-73.96024116,2
144,40.715815500000005,-73.99422366,2
145,40.71605866,-73.99190759,2
146,40.716887,-73.96319799999999,5
147,40.7172274,-73.98802084,1
148,40.71745169,-73.95850939,3
149,40.718821999999996,-73.99596,1
150,40.71924,-73.95241999999999,1
151,40.72019576,-73.98997825,1
152,40.720873600000004,-73.98085795,1
153,40.72179134,-73.95041540000001,1
154,40.722055,-73.989111,1
155,40.72317958,-73.99480012,1
156,40.72453734,-73.98185424,1
157,40.72467721,-73.98783413,3
158,40.724812564400004,-73.9475262165,1
159,40.725570000000005,-73.94434,1
160,40.72621788,-73.98379855,1
161,40.72708584,-73.95299117,1
162,40.72903917,-73.99404649,1
163,40.72938685,-73.97772429,2
164,40.72953837,-73.98426726,2
165,40.72955361,-73.98057249,1
166,40.73224119,-74.00026394,1
167,40.732659999999996,-73.95826,1
168,40.733812191999995,-73.9805442095,2
169,40.73555,-73.95284000000001,1
170,40.73649403,-73.99704374,1
171,40.736502,-73.97809472,1
172,40.739445,-73.97680600000001,1
173,40.74173969,-73.99415556,1
174,40.74345335,-74.00004031,1
175,40.744219,-73.97121214,1
176,40.746745000000004,-74.007756,1
177,40.75110165,-73.94073717,1
178,40.75455731,-73.96592976,1
179,40.75640548,-73.9900262,1
180,40.75929124,-73.98859651,1
181,40.76669671,-73.99061728,1
182,40.7727966,-73.95577801,1
