,start station id,start station name,start station latitude,start station longitude,Coordinates
255,72,W 52 St & 11 Ave,40.76727216,-73.99392888,"(40.767272159999997, -73.993928879999999)"
2152,79,Franklin St & W Broadway,40.71911552,-74.00666661,"(40.719115520000003, -74.006666609999996)"
383,82,St James Pl & Pearl St,40.71117416,-74.00016545,"(40.711174159999999, -74.000165449999997)"
356,83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,"(40.68382604, -73.976323280000003)"
18,116,W 17 St & 8 Ave,40.74177603,-74.00149746,"(40.741776029999997, -74.001497459999996)"
2813,119,Park Ave & St Edwards St,40.69608941,-73.97803415,"(40.696089409999999, -73.978034149999999)"
880,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,"(40.686767930000002, -73.959281680000004)"
51,127,Barrow St & Hudson St,40.73172428,-74.00674436,"(40.731724280000002, -74.006744359999999)"
27,128,MacDougal St & Prince St,40.72710258,-74.00297088,"(40.72710258, -74.002970880000007)"
2462,137,E 56 St & Madison Ave,40.761628,-73.972924,"(40.761628000000002, -73.972924000000006)"
926,143,Clinton St & Joralemon St,40.69239502,-73.99337909,"(40.692395019999999, -73.993379090000005)"
4427,144,Nassau St & Navy St,40.69839895,-73.98068914,"(40.698398949999998, -73.980689139999996)"
488,146,Hudson St & Reade St,40.71625008,-74.0091059,"(40.716250080000002, -74.009105899999994)"
336,147,Greenwich St & Warren St,40.71542197,-74.01121978,"(40.715421970000001, -74.011219780000005)"
133,150,E 2 St & Avenue C,40.720873600000004,-73.98085795,"(40.720873600000004, -73.980857950000001)"
83,151,Cleveland Pl & Spring St,40.72210378668603,-73.99724900722505,"(40.722103786686027, -73.997249007225051)"
439,152,Warren St & Church St,40.71473993,-74.00910627,"(40.71473993, -74.009106270000004)"
56,153,E 40 St & 5 Ave,40.752062306999996,-73.9816324043,"(40.752062306999996, -73.981632404300001)"
149,157,Henry St & Atlantic Ave,40.69089272,-73.99612349,"(40.690892720000001, -73.996123490000002)"
716308,160,E 37 St & Lexington Ave,40.44535,-73.978238,"(40.445349999999998, -73.978238000000005)"
78,161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,"(40.729170250000003, -73.998102309999993)"
74,164,E 47 St & 2 Ave,40.75323098,-73.97032517,"(40.753230979999998, -73.970325169999995)"
146,167,E 39 St & 3 Ave,40.7489006,-73.97604882,"(40.748900599999999, -73.976048820000003)"
46,168,W 18 St & 6 Ave,40.73971301,-73.99456405,"(40.739713010000003, -73.994564049999994)"
28,173,Broadway & W 49 St,40.76068327096592,-73.98452728986742,"(40.76068327096592, -73.984527289867415)"
136,174,E 25 St & 1 Ave,40.7381765,-73.97738662,"(40.738176500000002, -73.977386620000004)"
261,195,Liberty St & Broadway,40.70905623,-74.01043382,"(40.709056230000002, -74.010433820000003)"
123,212,W 16 St & The High Line,40.74334935,-74.00681753,"(40.743349350000003, -74.006817530000006)"
1739,216,Columbia Heights & Cranberry St,40.70037867,-73.99548059,"(40.700378669999999, -73.99548059)"
510,217,Old Fulton St,40.70277159,-73.99383605,"(40.702771589999998, -73.993836049999999)"
429,224,Spruce St & Nassau St,40.71146364,-74.00552427,"(40.711463639999998, -74.005524269999995)"
3944,225,W 14 St & The High Line,40.74195138,-74.00803013,"(40.741951380000003, -74.008030129999995)"
592,228,E 48 St & 3 Ave,40.7546011026,-73.971878855,"(40.754601102599999, -73.971878855)"
143,229,Great Jones St,40.72743423,-73.99379025,"(40.72743423, -73.993790250000004)"
7390,232,Cadman Plaza E & Tillary St,40.69597683,-73.99014892,"(40.695976829999999, -73.990148919999996)"
8,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,"(40.728418599999998, -73.987139560000003)"
25,237,E 11 St & 2 Ave,40.73047309,-73.98672378,"(40.730473089999997, -73.986723780000005)"
11,238,Bank St & Washington St,40.7361967,-74.00859207,"(40.736196700000001, -74.008592070000006)"
1103,239,Willoughby St & Fleet St,40.69196566,-73.9813018,"(40.691965660000001, -73.981301799999997)"
389,241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,"(40.689810350000002, -73.974931209999994)"
2759,242,Carlton Ave & Flushing Ave,40.697787,-73.973736,"(40.697786999999998, -73.973736000000002)"
272,243,Fulton St & Rockwell Pl,40.688226,-73.979382,"(40.688226, -73.979382000000001)"
325,244,Willoughby Ave & Hall St,40.69196035,-73.96536851,"(40.691960350000002, -73.965368510000005)"
5120,245,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,"(40.693270179999999, -73.977038739999998)"
602,247,Perry St & Bleecker St,40.73535398,-74.00483091,"(40.735353979999999, -74.004830909999995)"
5806,248,Laight St & Hudson St,40.72185379,-74.00771779,"(40.721853789999997, -74.007717790000001)"
3565,249,Harrison St & Hudson St,40.71870987,-74.0090009,"(40.718709869999998, -74.009000900000004)"
50,251,Mott St & Prince St,40.72317958,-73.99480012,"(40.72317958, -73.994800119999994)"
152,252,MacDougal St & Washington Sq,40.73226398,-73.99852205,"(40.732263979999999, -73.998522050000005)"
98,253,W 13 St & 5 Ave,40.73543934,-73.99453948,"(40.735439339999999, -73.99453948)"
57,254,W 11 St & 6 Ave,40.73532427,-73.99800419,"(40.73532427, -73.998004190000003)"
14166,255,NYCBS Depot - SSP,40.646768,-74.01651,"(40.646768000000002, -74.016509999999997)"
2383,257,Lispenard St & Broadway,40.71939226,-74.00247214,"(40.719392259999999, -74.002472139999995)"
424,258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,"(40.689407469999999, -73.968854579999999)"
1812,259,South St & Whitehall St,40.70122128,-74.01234218,"(40.701221279999999, -74.012342180000005)"
747,260,Broad St & Bridge St,40.70365182,-74.01167797,"(40.703651819999997, -74.011677969999994)"
787,261,Johnson St & Gold St,40.69474881,-73.98362464,"(40.69474881, -73.983624640000002)"
2508,262,Washington Park,40.6917823,-73.97372990000001,"(40.6917823, -73.973729900000009)"
71,263,Elizabeth St & Hester St,40.71759081805981,-73.99622440338135,"(40.717590818059811, -73.996224403381348)"
477,264,Maiden Ln & Pearl St,40.70706456,-74.00731853,"(40.707064559999999, -74.007318530000006)"
355,265,Stanton St & Chrystie St,40.72229346,-73.99147535,"(40.722293460000003, -73.991475350000002)"
827,266,Avenue D & E 8 St,40.72368361,-73.97574813,"(40.723683610000002, -73.975748129999999)"
927,267,Broadway & W 36 St,40.75097711,-73.98765428,"(40.750977110000001, -73.987654280000001)"
187,268,Howard St & Centre St,40.71910537,-73.99973337,"(40.719105370000001, -73.999733370000001)"
993,270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,"(40.693082570000001, -73.971789130000005)"
1242,274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,"(40.686918650000003, -73.976681999999997)"
175,275,Washington Ave & Greene Ave,40.68650065,-73.96563307,"(40.686500649999999, -73.965633069999996)"
2524,276,Duane St & Greenwich St,40.71748752,-74.0104554,"(40.717487519999999, -74.010455399999998)"
131,278,Concord St & Bridge St,40.69766564,-73.98476437,"(40.697665639999997, -73.984764369999994)"
525,279,Peck Slip & Front St,40.707873,-74.00166999999999,"(40.707872999999999, -74.00166999999999)"
1397,280,E 10 St & 5 Ave,40.73331967,-73.99510132,"(40.73331967, -73.995101320000003)"
12,281,Grand Army Plaza & Central Park S,40.764397100000004,-73.97371465,"(40.764397100000004, -73.973714650000005)"
1389,282,Kent Ave & S 11 St,40.7076449441757,-73.96841526031494,"(40.707644944175698, -73.968415260314941)"
13,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,"(40.739016912099999, -74.002637610299999)"
55,285,Broadway & E 14 St,40.73454567,-73.99074142,"(40.734545670000003, -73.990741420000006)"
1454,289,Monroe St & Classon Ave,40.684568299999995,-73.95881081,"(40.684568299999995, -73.958810810000003)"
1269,291,Madison St & Montgomery St,40.713126,-73.984844,"(40.713126000000003, -73.984843999999995)"
293,295,Pike St & E Broadway,40.71406667,-73.99293911,"(40.714066670000001, -73.992939109999995)"
1083,296,Division St & Bowery,40.71413089,-73.99704679999999,"(40.71413089, -73.997046799999993)"
3,297,E 15 St & 3 Ave,40.734232,-73.986923,"(40.734231999999999, -73.986923000000004)"
8439,298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,"(40.686832080000002, -73.979677199999998)"
868,301,E 2 St & Avenue B,40.72217444,-73.98368779,"(40.722174440000003, -73.983687790000005)"
314,302,Avenue D & E 3 St,40.72082834,-73.97793172,"(40.720828339999997, -73.977931720000001)"
444,303,Mercer St & Spring St,40.72362738,-73.99949601,"(40.723627380000003, -73.999496010000001)"
394,304,Broadway & Battery Pl,40.70463334,-74.01361706,"(40.704633340000001, -74.013617060000001)"
260,305,E 58 St & 3 Ave,40.76095756,-73.96724467,"(40.760957560000001, -73.967244669999999)"
347,306,Cliff St & Fulton St,40.70823502,-74.00530063,"(40.708235019999996, -74.005300629999994)"
259,307,Canal St & Rutgers St,40.71427487,-73.98990025,"(40.714274869999997, -73.989900250000005)"
139,308,St James Pl & Oliver St,40.71307916,-73.99851193,"(40.713079159999999, -73.998511930000006)"
3214,309,Murray St & West St,40.7149787,-74.013012,"(40.714978700000003, -74.013012000000003)"
87,310,State St & Smith St,40.68926942,-73.98912867,"(40.689269420000002, -73.989128669999999)"
381,311,Norfolk St & Broome St,40.7172274,-73.98802084,"(40.717227399999999, -73.988020840000004)"
0,312,Allen St & Stanton St,40.722055,-73.989111,"(40.722054999999997, -73.989110999999994)"
258,313,Washington Ave & Park Ave,40.69610226,-73.96751037,"(40.696102260000004, -73.967510369999999)"
158,315,South St & Gouverneur Ln,40.70355377,-74.00670227,"(40.703553769999999, -74.006702270000005)"
1,316,Fulton St & William St,40.70955958,-74.00653609,"(40.709559579999997, -74.006536089999997)"
830,317,E 6 St & Avenue B,40.72453734,-73.98185424,"(40.724537339999998, -73.981854240000004)"
2481,319,Fulton St & Broadway,40.711065999999995,-74.009447,"(40.711065999999995, -74.009446999999994)"
1310,320,Leonard St & Church St,40.717571,-74.005549,"(40.717571, -74.005549000000002)"
713,321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,"(40.699917550000002, -73.989717729999995)"
2979,322,Clinton St & Tillary St,40.696191999999996,-73.991218,"(40.696191999999996, -73.991218000000003)"
1518,323,Lawrence St & Willoughby St,40.69236178,-73.98631746,"(40.692361779999999, -73.986317459999995)"
58,324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,"(40.689888000000003, -73.981013000000004)"
537,325,E 19 St & 3 Ave,40.73624527,-73.98473765,"(40.736245269999998, -73.98473765)"
282,326,E 11 St & 1 Ave,40.72953837,-73.98426726,"(40.72953837, -73.984267259999996)"
162,327,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,"(40.715337899999994, -74.016583539999999)"
379,328,Watts St & Greenwich St,40.72405549,-74.00965965,"(40.724055489999998, -74.009659650000003)"
1285,329,Greenwich St & North Moore St,40.72015227023285,-74.01036500930786,"(40.720152270232852, -74.010365009307861)"
2018,330,Reade St & Broadway,40.71450451,-74.00562789,"(40.714504509999998, -74.00562789)"
1510,331,Pike St & Monroe St,40.71173107,-73.99193043,"(40.711731069999999, -73.991930429999996)"
1250,332,Cherry St,40.71219906,-73.97948148,"(40.712199060000003, -73.979481480000004)"
81,334,W 20 St & 7 Ave,40.74238787,-73.99726235,"(40.742387870000002, -73.99726235)"
197,335,Washington Pl & Broadway,40.72903917,-73.99404649,"(40.72903917, -73.994046490000002)"
117,336,Sullivan St & Washington Sq,40.73047747,-73.99906065,"(40.730477469999997, -73.999060650000004)"
810,337,Old Slip & Front St,40.703799200000006,-74.00838676,"(40.703799200000006, -74.008386759999993)"
717,339,Avenue D & E 12 St,40.72580614,-73.97422494,"(40.725806140000003, -73.974224939999999)"
461,340,Madison St & Clinton St,40.71269042,-73.98776323,"(40.712690420000001, -73.987763229999999)"
802,341,Stanton St & Mangin St,40.71782143,-73.97628939,"(40.717821430000001, -73.976289390000005)"
1297,342,Columbia St & Rivington St,40.71739973,-73.98016555,"(40.717399729999997, -73.980165549999995)"
3360,343,Clinton Ave & Flushing Ave,40.69794,-73.96986848,"(40.697940000000003, -73.969868480000002)"
698,344,Monroe St & Bedford Ave,40.6851443,-73.95380904,"(40.685144299999997, -73.953809039999996)"
62,345,W 13 St & 6 Ave,40.73649403,-73.99704374,"(40.736494030000003, -73.997043739999995)"
985,346,Bank St & Hudson St,40.73652889,-74.00618026,"(40.736528890000002, -74.006180259999994)"
2210,347,Greenwich St & W Houston St,40.728846000000004,-74.00859100000001,"(40.728846000000004, -74.00859100000001)"
132,348,W Broadway & Spring St,40.72490985,-74.00154702,"(40.724909850000003, -74.001547020000004)"
594,349,Rivington St & Ridge St,40.71850211,-73.98329859,"(40.718502110000003, -73.983298590000004)"
818,350,Clinton St & Grand St,40.71559509,-73.9870295,"(40.715595090000001, -73.987029500000006)"
189,351,Front St & Maiden Ln,40.70530954,-74.00612572,"(40.705309540000002, -74.00612572)"
558,352,W 56 St & 6 Ave,40.76340613,-73.97722479,"(40.76340613, -73.977224789999994)"
1784,353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,"(40.685395669999998, -73.974314579999998)"
380,354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,"(40.693631369999999, -73.962235579999998)"
813,355,Bayard St & Baxter St,40.71602118,-73.99974372,"(40.716021179999998, -73.999743719999998)"
741,356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,"(40.71622644, -73.982612059999994)"
470,357,E 11 St & Broadway,40.73261787,-73.99158043,"(40.732617869999999, -73.991580429999999)"
214,358,Christopher St & Greenwich St,40.73291553,-74.00711384,"(40.73291553, -74.007113840000002)"
1038,359,E 47 St & Park Ave,40.75510267,-73.97498696,"(40.755102669999999, -73.974986959999995)"
1323,360,William St & Pine St,40.70717936,-74.00887308,"(40.707179359999998, -74.008873080000001)"
72,361,Allen St & Hester St,40.71605866,-73.99190759,"(40.716058660000002, -73.991907589999997)"
1216,362,Broadway & W 37 St,40.75172632,-73.98753523,"(40.751726320000003, -73.987535230000006)"
901,363,West Thames St,40.70834698,-74.01713445,"(40.708346980000002, -74.01713445)"
3712,364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,"(40.689004429999997, -73.960238540000006)"
68,365,Fulton St & Grand Ave,40.68223166,-73.9614583,"(40.682231659999999, -73.961458300000004)"
1270,366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,"(40.693261, -73.968896000000001)"
1633,367,E 53 St & Lexington Ave,40.75828065,-73.97069431,"(40.758280650000003, -73.970694309999999)"
38,368,Carmine St & 6 Ave,40.73038599,-74.00214988,"(40.730385990000002, -74.002149880000005)"
440,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,"(40.732241190000003, -74.000263939999996)"
1370,372,Franklin Ave & Myrtle Ave,40.694528000000005,-73.958089,"(40.694528000000005, -73.958089000000001)"
1493,373,Willoughby Ave & Walworth St,40.69331716,-73.95381995,"(40.693317159999999, -73.953819949999996)"
436,376,John St & William St,40.70862144,-74.00722156,"(40.708621440000002, -74.007221560000005)"
331,377,6 Ave & Canal St,40.72243797,-74.00566443,"(40.722437970000001, -74.005664429999996)"
92,379,W 31 St & 7 Ave,40.749156,-73.9916,"(40.749155999999999, -73.991600000000005)"
19,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,"(40.734011430000002, -74.00293877)"
490,382,University Pl & E 14 St,40.73492695,-73.99200509,"(40.734926950000002, -73.992005090000006)"
102,383,Greenwich Ave & Charles St,40.735238,-74.000271,"(40.735238000000003, -74.000270999999998)"
257,384,Fulton St & Washington Ave,40.683048,-73.964915,"(40.683047999999999, -73.964915000000005)"
251,385,E 55 St & 2 Ave,40.75797322,-73.96603308,"(40.757973219999997, -73.966033080000003)"
614,386,Centre St & Worth St,40.71494807,-74.00234482,"(40.714948069999998, -74.002344820000005)"
405,387,Centre St & Chambers St,40.71273266,-74.0046073,"(40.71273266, -74.004607300000004)"
721,388,W 26 St & 10 Ave,40.749717753,-74.002950346,"(40.749717752999999, -74.002950346000006)"
361,389,Broadway & Berry St,40.71044554,-73.96525063,"(40.710445540000002, -73.96525063)"
400,390,Duffield St & Willoughby St,40.69221589,-73.9842844,"(40.69221589, -73.984284400000007)"
1319,391,Clark St & Henry St,40.69760127,-73.99344559,"(40.69760127, -73.993445589999993)"
772249,392,Jay St & Tech Pl,40.695065,-73.987167,"(40.695065, -73.987166999999999)"
494,393,E 5 St & Avenue C,40.72299208,-73.97995466,"(40.722992079999997, -73.979954660000004)"
865,394,E 9 St & Avenue C,40.72521311,-73.97768752,"(40.725213109999999, -73.977687520000003)"
170,395,Bond St & Schermerhorn St,40.68807003,-73.98410637,"(40.688070029999999, -73.984106370000006)"
153,396,Lefferts Pl & Franklin Ave,40.680342423,-73.9557689392,"(40.680342422999999, -73.955768939199999)"
115,397,Fulton St & Clermont Ave,40.68415748,-73.96922273,"(40.684157480000003, -73.969222729999998)"
75,398,Atlantic Ave & Furman St,40.69165183,-73.99997859999999,"(40.691651829999998, -73.999978599999992)"
479,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,"(40.688515340000002, -73.964762800000003)"
616,400,Pitt St & Stanton St,40.71926081,-73.98178024,"(40.719260810000002, -73.981780240000006)"
36,401,Allen St & Rivington St,40.72019576,-73.98997825,"(40.720195760000003, -73.989978249999993)"
274,402,Broadway & E 22 St,40.740343200000005,-73.98955109,"(40.740343200000005, -73.989551090000006)"
58838,405,Washington St & Gansevoort St,40.739323,-74.008119,"(40.739322999999999, -74.008118999999994)"
1990,406,Hicks St & Montague St,40.69512845,-73.99595065,"(40.695128449999999, -73.995950649999997)"
9068,407,Henry St & Poplar St,40.700469,-73.991454,"(40.700468999999998, -73.991454000000004)"
4477,408,Market St & Cherry St,40.71076228,-73.99400398,"(40.710762279999997, -73.994003980000002)"
2050,409,DeKalb Ave & Skillman St,40.6906495,-73.95643107,"(40.690649499999999, -73.956431069999994)"
335,410,Suffolk St & Stanton St,40.72066442,-73.98517977,"(40.720664419999999, -73.985179770000002)"
774,411,E 6 St & Avenue D,40.72228087,-73.97668709,"(40.722280869999999, -73.976687089999999)"
418,412,Forsyth St & Canal St,40.715815500000005,-73.99422366,"(40.715815500000005, -73.994223660000003)"
302,414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,"(40.702818579999999, -73.987657619999993)"
641,415,Pearl St & Hanover Square,40.7047177,-74.00926027,"(40.704717700000003, -74.009260269999999)"
1471,416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,"(40.687534059999997, -73.972651830000004)"
82,417,Barclay St & Church St,40.71291224,-74.01020234,"(40.712912240000001, -74.010202340000006)"
4242,418,Front St & Gold St,40.70224,-73.982578,"(40.702240000000003, -73.982578000000004)"
1380,419,Carlton Ave & Park Ave,40.69580705,-73.97355569,"(40.695807049999999, -73.973555689999998)"
2594,420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,"(40.687644839999997, -73.969689020000004)"
874,421,Clermont Ave & Park Ave,40.69573398,-73.97129668,"(40.69573398, -73.971296679999995)"
240,422,W 59 St & 10 Ave,40.770513,-73.988038,"(40.770513000000001, -73.988038000000003)"
529,423,W 54 St & 9 Ave,40.76584941,-73.98690506,"(40.765849410000001, -73.986905059999998)"
858,426,West St & Chambers St,40.71754834,-74.01322069,"(40.71754834, -74.013220689999997)"
965,427,Bus Slip & State St,40.701907,-74.013942,"(40.701906999999999, -74.013942)"
284,428,E 3 St & 1 Ave,40.72467721,-73.98783413,"(40.724677210000003, -73.987834129999996)"
571,430,York St & Jay St,40.7014851,-73.98656928,"(40.701485099999999, -73.986569279999998)"
96,432,E 7 St & Avenue A,40.72621788,-73.98379855,"(40.72621788, -73.983798550000003)"
182,433,E 13 St & Avenue A,40.72955361,-73.98057249,"(40.729553610000004, -73.98057249)"
231,434,9 Ave & W 18 St,40.74317449,-74.00366443,"(40.743174490000001, -74.003664430000001)"
95,435,W 21 St & 6 Ave,40.74173969,-73.99415556,"(40.741739690000003, -73.994155559999996)"
879,436,Hancock St & Bedford Ave,40.68216564,-73.95399026,"(40.682165640000001, -73.953990259999998)"
2083,437,Macon St & Nostrand Ave,40.6809833854,-73.9500479759,"(40.680983385399998, -73.950047975900006)"
243,438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,"(40.727791259999996, -73.985649449999997)"
370,440,E 45 St & 3 Ave,40.75255434,-73.97282625,"(40.752554340000003, -73.972826249999997)"
135,441,E 52 St & 2 Ave,40.756014,-73.967416,"(40.756014, -73.967416)"
171,442,W 27 St & 7 Ave,40.746646999999996,-73.993915,"(40.746646999999996, -73.993915000000001)"
642,443,Bedford Ave & S 9 St,40.70853074,-73.96408963,"(40.70853074, -73.964089630000004)"
320,444,Broadway & W 24 St,40.742354299999995,-73.98915076,"(40.742354299999995, -73.989150760000001)"
559,445,E 10 St & Avenue A,40.72740794,-73.98142006,"(40.727407939999999, -73.981420060000005)"
250,446,W 24 St & 7 Ave,40.74487634,-73.99529885,"(40.744876339999998, -73.995298849999998)"
148,447,8 Ave & W 52 St,40.76370739,-73.9851615,"(40.76370739, -73.985161500000004)"
122,448,W 37 St & 10 Ave,40.75660359,-73.9979009,"(40.756603589999997, -73.997900900000005)"
667,449,W 52 St & 9 Ave,40.76461837,-73.98789473,"(40.764618370000001, -73.987894729999994)"
244,450,W 49 St & 8 Ave,40.76227205,-73.98788205,"(40.76227205, -73.987882049999996)"
268,453,W 22 St & 8 Ave,40.74475148,-73.99915362,"(40.744751479999998, -73.999153620000001)"
44,454,E 51 St & 1 Ave,40.75455731,-73.96592976,"(40.754557310000003, -73.965929759999995)"
2389,455,1 Ave & E 44 St,40.75001986,-73.96905301,"(40.750019860000002, -73.969053009999996)"
